1736458893.395820 server started (3409348): version 3.4, socket /tmp/tmux-208764/default, protocol 8
1736458893.395843 on Linux 6.8.0-47-generic #47-Ubuntu SMP PREEMPT_DYNAMIC Fri Sep 27 21:40:26 UTC 2024
1736458893.395850 using libevent 2.1.12-stable poll
1736458893.395853 using ncurses 6.4 20240113
1736458893.405860 yylex_token: end at WS
1736458893.405862 yylex_token: if
1736458893.405864 yylex_token: end at WS
1736458893.405866 yylex_token: -F
1736458893.405869 yylex_token: end at WS
1736458893.405872 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1736458893.405875 yylex_token: end at ;
1736458893.405877 yylex_token: copy-mode -t=
1736458893.405880 yylex_token: end at WS
1736458893.405882 yylex_token: send
1736458893.405884 yylex_token: end at WS
1736458893.405891 yylex_token: -Xt=
1736458893.405896 yylex_token: end at WS
1736458893.405898 yylex_token: search-backward
1736458893.405901 yylex_token: end at }
1736458893.405910 yylex_token: #{q:mouse_word}
1736458893.405914 yylex_token: end at WS
1736458893.405917 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1736458893.405919 yylex_token: end at WS
1736458893.405923 yylex_token: C-y
1736458893.405926 yylex_token: end at WS
1736458893.405928 yylex_token: copy-mode
1736458893.405930 yylex_token: end at ;
1736458893.405932 yylex_token: -q
1736458893.405935 yylex_token: end at WS
1736458893.405937 yylex_token: send-keys
1736458893.405939 yylex_token: end at WS
1736458893.405941 yylex_token: -l
1736458893.405944 yylex_token: end at WS
1736458893.405946 yylex_token: --
1736458893.405949 yylex_token: end at }
1736458893.405951 yylex_token: #{q:mouse_word}
1736458893.405955 yylex_token: end at WS
1736458893.405957 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1736458893.405960 yylex_token: end at WS
1736458893.405962 yylex_token: c
1736458893.405964 yylex_token: end at WS
1736458893.405966 yylex_token: copy-mode
1736458893.405969 yylex_token: end at ;
1736458893.405971 yylex_token: -q
1736458893.405973 yylex_token: end at WS
1736458893.405976 yylex_token: set-buffer
1736458893.405978 yylex_token: end at WS
1736458893.405980 yylex_token: --
1736458893.405983 yylex_token: end at }
1736458893.405985 yylex_token: #{q:mouse_word}
1736458893.405988 yylex_token: end at WS
1736458893.405991 yylex_token: #{?mouse_line,Copy Line,}
1736458893.405993 yylex_token: end at WS
1736458893.405995 yylex_token: l
1736458893.405998 yylex_token: end at WS
1736458893.406000 yylex_token: copy-mode
1736458893.406002 yylex_token: end at ;
1736458893.406004 yylex_token: -q
1736458893.406007 yylex_token: end at WS
1736458893.406009 yylex_token: set-buffer
1736458893.406011 yylex_token: end at WS
1736458893.406013 yylex_token: --
1736458893.406016 yylex_token: end at }
1736458893.406018 yylex_token: #{q:mouse_line}
1736458893.406020 yylex_token: end at WS
1736458893.406023 yylex_token: 
1736458893.406027 yylex_token: end at WS
1736458893.406031 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1736458893.406033 yylex_token: end at WS
1736458893.406036 yylex_token: C-h
1736458893.406038 yylex_token: end at WS
1736458893.406040 yylex_token: copy-mode
1736458893.406043 yylex_token: end at ;
1736458893.406045 yylex_token: -q
1736458893.406047 yylex_token: end at WS
1736458893.406050 yylex_token: send-keys
1736458893.406052 yylex_token: end at WS
1736458893.406054 yylex_token: -l
1736458893.406056 yylex_token: end at WS
1736458893.406058 yylex_token: --
1736458893.406061 yylex_token: end at }
1736458893.406064 yylex_token: #{q:mouse_hyperlink}
1736458893.406068 yylex_token: end at WS
1736458893.406071 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1736458893.406074 yylex_token: end at WS
1736458893.406076 yylex_token: h
1736458893.406078 yylex_token: end at WS
1736458893.406080 yylex_token: copy-mode
1736458893.406083 yylex_token: end at ;
1736458893.406085 yylex_token: -q
1736458893.406088 yylex_token: end at WS
1736458893.406090 yylex_token: set-buffer
1736458893.406092 yylex_token: end at WS
1736458893.406094 yylex_token: --
1736458893.406097 yylex_token: end at }
1736458893.406099 yylex_token: #{q:mouse_hyperlink}
1736458893.406102 yylex_token: end at WS
1736458893.406104 yylex_token: 
1736458893.406107 yylex_token: end at WS
1736458893.406109 yylex_token: Horizontal Split
1736458893.406111 yylex_token: end at WS
1736458893.406113 yylex_token: h
1736458893.406116 yylex_token: end at WS
1736458893.406118 yylex_token: split-window
1736458893.406120 yylex_token: end at }
1736458893.406122 yylex_token: -h
1736458893.406125 yylex_token: end at WS
1736458893.406128 yylex_token: Vertical Split
1736458893.406130 yylex_token: end at WS
1736458893.406132 yylex_token: v
1736458893.406135 yylex_token: end at WS
1736458893.406137 yylex_token: split-window
1736458893.406142 yylex_token: end at }
1736458893.406145 yylex_token: -v
1736458893.406147 yylex_token: end at WS
1736458893.406149 yylex_token: 
1736458893.406152 yylex_token: end at WS
1736458893.406159 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1736458893.406161 yylex_token: end at WS
1736458893.406163 yylex_token: u
1736458893.406166 yylex_token: end at WS
1736458893.406168 yylex_token: swap-pane
1736458893.406170 yylex_token: end at }
1736458893.406173 yylex_token: -U
1736458893.406176 yylex_token: end at WS
1736458893.406179 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1736458893.406181 yylex_token: end at WS
1736458893.406183 yylex_token: d
1736458893.406186 yylex_token: end at WS
1736458893.406188 yylex_token: swap-pane
1736458893.406190 yylex_token: end at }
1736458893.406192 yylex_token: -D
1736458893.406196 yylex_token: end at WS
1736458893.406198 yylex_token: #{?pane_marked_set,,-}Swap Marked
1736458893.406201 yylex_token: end at WS
1736458893.406203 yylex_token: s
1736458893.406205 yylex_token: end at }
1736458893.406208 yylex_token: swap-pane
1736458893.406210 yylex_token: end at WS
1736458893.406212 yylex_token: 
1736458893.406215 yylex_token: end at WS
1736458893.406217 yylex_token: Kill
1736458893.406219 yylex_token: end at WS
1736458893.406221 yylex_token: X
1736458893.406224 yylex_token: end at }
1736458893.406226 yylex_token: kill-pane
1736458893.406229 yylex_token: end at WS
1736458893.406231 yylex_token: Respawn
1736458893.406233 yylex_token: end at WS
1736458893.406235 yylex_token: R
1736458893.406238 yylex_token: end at WS
1736458893.406240 yylex_token: respawn-pane
1736458893.406242 yylex_token: end at }
1736458893.406244 yylex_token: -k
1736458893.406247 yylex_token: end at WS
1736458893.406250 yylex_token: #{?pane_marked,Unmark,Mark}
1736458893.406252 yylex_token: end at WS
1736458893.406254 yylex_token: m
1736458893.406257 yylex_token: end at WS
1736458893.406259 yylex_token: select-pane
1736458893.406261 yylex_token: end at }
1736458893.406263 yylex_token: -m
1736458893.406267 yylex_token: end at WS
1736458893.406270 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1736458893.406273 yylex_token: end at WS
1736458893.406275 yylex_token: z
1736458893.406277 yylex_token: end at WS
1736458893.406280 yylex_token: resize-pane
1736458893.406282 yylex_token: end at }
1736458893.406284 yylex_token: -Z
1736458893.406288 cmd_parse_build_commands 0:0: bind
1736458893.406291 cmd_parse_build_commands 0:1: >
1736458893.406294 cmd_parse_build_commands 0:2 0:0: display-menu
1736458893.406296 cmd_parse_build_commands 0:2 0:1: -xP
1736458893.406299 cmd_parse_build_commands 0:2 0:2: -yP
1736458893.406301 cmd_parse_build_commands 0:2 0:3: -T
1736458893.406304 cmd_parse_build_commands 0:2 0:4: #[align=centre]#{pane_index} (#{pane_id})
1736458893.406307 cmd_parse_build_commands 0:2 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1736458893.406309 cmd_parse_build_commands 0:2 0:6: <
1736458893.406312 cmd_parse_build_commands 0:2 0:7 0:0: send
1736458893.406314 cmd_parse_build_commands 0:2 0:7 0:1: -X
1736458893.406317 cmd_parse_build_commands 0:2 0:7 0:2: history-top
1736458893.406320 cmd_parse_build_commands 0:2 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1736458893.406322 cmd_parse_build_commands 0:2 0:9: >
1736458893.406325 cmd_parse_build_commands 0:2 0:10 0:0: send
1736458893.406327 cmd_parse_build_commands 0:2 0:10 0:1: -X
1736458893.406330 cmd_parse_build_commands 0:2 0:10 0:2: history-bottom
1736458893.406332 cmd_parse_build_commands 0:2 0:11: 
1736458893.406335 cmd_parse_build_commands 0:2 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1736458893.406337 cmd_parse_build_commands 0:2 0:13: C-r
1736458893.406340 cmd_parse_build_commands 0:2 0:14 0:0: if
1736458893.406342 cmd_parse_build_commands 0:2 0:14 0:1: -F
1736458893.406346 cmd_parse_build_commands 0:2 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1736458893.406349 cmd_parse_build_commands 0:2 0:14 0:3: copy-mode -t=
1736458893.406351 cmd_parse_build_commands 0:2 0:14 1:0: send
1736458893.406357 cmd_parse_build_commands 0:2 0:14 1:1: -Xt=
1736458893.406359 cmd_parse_build_commands 0:2 0:14 1:2: search-backward
1736458893.406362 cmd_parse_build_commands 0:2 0:14 1:3: #{q:mouse_word}
1736458893.406365 cmd_parse_build_commands 0:2 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1736458893.406367 cmd_parse_build_commands 0:2 0:16: C-y
1736458893.406370 cmd_parse_build_commands 0:2 0:17 0:0: copy-mode
1736458893.406373 cmd_parse_build_commands 0:2 0:17 0:1: -q
1736458893.406375 cmd_parse_build_commands 0:2 0:17 1:0: send-keys
1736458893.406377 cmd_parse_build_commands 0:2 0:17 1:1: -l
1736458893.406380 cmd_parse_build_commands 0:2 0:17 1:2: --
1736458893.406382 cmd_parse_build_commands 0:2 0:17 1:3: #{q:mouse_word}
1736458893.406385 cmd_parse_build_commands 0:2 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1736458893.406388 cmd_parse_build_commands 0:2 0:19: c
1736458893.406390 cmd_parse_build_commands 0:2 0:20 0:0: copy-mode
1736458893.406393 cmd_parse_build_commands 0:2 0:20 0:1: -q
1736458893.406395 cmd_parse_build_commands 0:2 0:20 1:0: set-buffer
1736458893.406398 cmd_parse_build_commands 0:2 0:20 1:1: --
1736458893.406400 cmd_parse_build_commands 0:2 0:20 1:2: #{q:mouse_word}
1736458893.406403 cmd_parse_build_commands 0:2 0:21: #{?mouse_line,Copy Line,}
1736458893.406405 cmd_parse_build_commands 0:2 0:22: l
1736458893.406408 cmd_parse_build_commands 0:2 0:23 0:0: copy-mode
1736458893.406410 cmd_parse_build_commands 0:2 0:23 0:1: -q
1736458893.406413 cmd_parse_build_commands 0:2 0:23 1:0: set-buffer
1736458893.406415 cmd_parse_build_commands 0:2 0:23 1:1: --
1736458893.406419 cmd_parse_build_commands 0:2 0:23 1:2: #{q:mouse_line}
1736458893.406421 cmd_parse_build_commands 0:2 0:24: 
1736458893.406424 cmd_parse_build_commands 0:2 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1736458893.406427 cmd_parse_build_commands 0:2 0:26: C-h
1736458893.406429 cmd_parse_build_commands 0:2 0:27 0:0: copy-mode
1736458893.406432 cmd_parse_build_commands 0:2 0:27 0:1: -q
1736458893.406434 cmd_parse_build_commands 0:2 0:27 1:0: send-keys
1736458893.406437 cmd_parse_build_commands 0:2 0:27 1:1: -l
1736458893.406459 cmd_parse_build_commands 0:2 0:27 1:2: --
1736458893.406462 cmd_parse_build_commands 0:2 0:27 1:3: #{q:mouse_hyperlink}
1736458893.406465 cmd_parse_build_commands 0:2 0:28: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1736458893.406467 cmd_parse_build_commands 0:2 0:29: h
1736458893.406470 cmd_parse_build_commands 0:2 0:30 0:0: copy-mode
1736458893.406472 cmd_parse_build_commands 0:2 0:30 0:1: -q
1736458893.406475 cmd_parse_build_commands 0:2 0:30 1:0: set-buffer
1736458893.406477 cmd_parse_build_commands 0:2 0:30 1:1: --
1736458893.406480 cmd_parse_build_commands 0:2 0:30 1:2: #{q:mouse_hyperlink}
1736458893.406482 cmd_parse_build_commands 0:2 0:31: 
1736458893.406485 cmd_parse_build_commands 0:2 0:32: Horizontal Split
1736458893.406487 cmd_parse_build_commands 0:2 0:33: h
1736458893.406490 cmd_parse_build_commands 0:2 0:34 0:0: split-window
1736458893.406492 cmd_parse_build_commands 0:2 0:34 0:1: -h
1736458893.406495 cmd_parse_build_commands 0:2 0:35: Vertical Split
1736458893.406497 cmd_parse_build_commands 0:2 0:36: v
1736458893.406500 cmd_parse_build_commands 0:2 0:37 0:0: split-window
1736458893.406502 cmd_parse_build_commands 0:2 0:37 0:1: -v
1736458893.406505 cmd_parse_build_commands 0:2 0:38: 
1736458893.406508 cmd_parse_build_commands 0:2 0:39: #{?#{>:#{window_panes},1},,-}Swap Up
1736458893.406511 cmd_parse_build_commands 0:2 0:40: u
1736458893.406513 cmd_parse_build_commands 0:2 0:41 0:0: swap-pane
1736458893.406516 cmd_parse_build_commands 0:2 0:41 0:1: -U
1736458893.406519 cmd_parse_build_commands 0:2 0:42: #{?#{>:#{window_panes},1},,-}Swap Down
1736458893.406521 cmd_parse_build_commands 0:2 0:43: d
1736458893.406524 cmd_parse_build_commands 0:2 0:44 0:0: swap-pane
1736458893.406526 cmd_parse_build_commands 0:2 0:44 0:1: -D
1736458893.406529 cmd_parse_build_commands 0:2 0:45: #{?pane_marked_set,,-}Swap Marked
1736458893.406534 cmd_parse_build_commands 0:2 0:46: s
1736458893.406537 cmd_parse_build_commands 0:2 0:47 0:0: swap-pane
1736458893.406539 cmd_parse_build_commands 0:2 0:48: 
1736458893.406541 cmd_parse_build_commands 0:2 0:49: Kill
1736458893.406544 cmd_parse_build_commands 0:2 0:50: X
1736458893.406546 cmd_parse_build_commands 0:2 0:51 0:0: kill-pane
1736458893.406549 cmd_parse_build_commands 0:2 0:52: Respawn
1736458893.406551 cmd_parse_build_commands 0:2 0:53: R
1736458893.406554 cmd_parse_build_commands 0:2 0:54 0:0: respawn-pane
1736458893.406556 cmd_parse_build_commands 0:2 0:54 0:1: -k
1736458893.406559 cmd_parse_build_commands 0:2 0:55: #{?pane_marked,Unmark,Mark}
1736458893.406561 cmd_parse_build_commands 0:2 0:56: m
1736458893.406564 cmd_parse_build_commands 0:2 0:57 0:0: select-pane
1736458893.406566 cmd_parse_build_commands 0:2 0:57 0:1: -m
1736458893.406569 cmd_parse_build_commands 0:2 0:58: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1736458893.406572 cmd_parse_build_commands 0:2 0:59: z
1736458893.406575 cmd_parse_build_commands 0:2 0:60 0:0: resize-pane
1736458893.406578 cmd_parse_build_commands 0:2 0:60 0:1: -Z
1736458893.406581 cmd_parse_build_commands 0:0: display-menu
1736458893.406584 cmd_parse_build_commands 0:1: -xP
1736458893.406586 cmd_parse_build_commands 0:2: -yP
1736458893.406588 cmd_parse_build_commands 0:3: -T
1736458893.406591 cmd_parse_build_commands 0:4: #[align=centre]#{pane_index} (#{pane_id})
1736458893.406594 cmd_parse_build_commands 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1736458893.406596 cmd_parse_build_commands 0:6: <
1736458893.406599 cmd_parse_build_commands 0:7 0:0: send
1736458893.406601 cmd_parse_build_commands 0:7 0:1: -X
1736458893.406604 cmd_parse_build_commands 0:7 0:2: history-top
1736458893.406607 cmd_parse_build_commands 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1736458893.406609 cmd_parse_build_commands 0:9: >
1736458893.406612 cmd_parse_build_commands 0:10 0:0: send
1736458893.406614 cmd_parse_build_commands 0:10 0:1: -X
1736458893.406616 cmd_parse_build_commands 0:10 0:2: history-bottom
1736458893.406619 cmd_parse_build_commands 0:11: 
1736458893.406622 cmd_parse_build_commands 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1736458893.406624 cmd_parse_build_commands 0:13: C-r
1736458893.406627 cmd_parse_build_commands 0:14 0:0: if
1736458893.406629 cmd_parse_build_commands 0:14 0:1: -F
1736458893.406632 cmd_parse_build_commands 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1736458893.406634 cmd_parse_build_commands 0:14 0:3: copy-mode -t=
1736458893.406637 cmd_parse_build_commands 0:14 1:0: send
1736458893.406639 cmd_parse_build_commands 0:14 1:1: -Xt=
1736458893.406643 cmd_parse_build_commands 0:14 1:2: search-backward
1736458893.406645 cmd_parse_build_commands 0:14 1:3: #{q:mouse_word}
1736458893.406648 cmd_parse_build_commands 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1736458893.406651 cmd_parse_build_commands 0:16: C-y
1736458893.406653 cmd_parse_build_commands 0:17 0:0: copy-mode
1736458893.406656 cmd_parse_build_commands 0:17 0:1: -q
1736458893.406658 cmd_parse_build_commands 0:17 1:0: send-keys
1736458893.406660 cmd_parse_build_commands 0:17 1:1: -l
1736458893.406663 cmd_parse_build_commands 0:17 1:2: --
1736458893.406665 cmd_parse_build_commands 0:17 1:3: #{q:mouse_word}
1736458893.406668 cmd_parse_build_commands 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1736458893.406671 cmd_parse_build_commands 0:19: c
1736458893.406673 cmd_parse_build_commands 0:20 0:0: copy-mode
1736458893.406676 cmd_parse_build_commands 0:20 0:1: -q
1736458893.406678 cmd_parse_build_commands 0:20 1:0: set-buffer
1736458893.406680 cmd_parse_build_commands 0:20 1:1: --
1736458893.406683 cmd_parse_build_commands 0:20 1:2: #{q:mouse_word}
1736458893.406685 cmd_parse_build_commands 0:21: #{?mouse_line,Copy Line,}
1736458893.406688 cmd_parse_build_commands 0:22: l
1736458893.406690 cmd_parse_build_commands 0:23 0:0: copy-mode
1736458893.406693 cmd_parse_build_commands 0:23 0:1: -q
1736458893.406698 cmd_parse_build_commands 0:23 1:0: set-buffer
1736458893.406700 cmd_parse_build_commands 0:23 1:1: --
1736458893.406703 cmd_parse_build_commands 0:23 1:2: #{q:mouse_line}
1736458893.406706 cmd_parse_build_commands 0:24: 
1736458893.406709 cmd_parse_build_commands 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1736458893.406711 cmd_parse_build_commands 0:26: C-h
